repository,file_path,line_number,target_name,cache_type,is_explicit,strategy_category,cache_options,enclosing_class,enclosing_function,file_url,code_snippet
pytorch/pytorch,.claude/skills/triaging-issues/scripts/add_bot_triaged.py,28,open,NOT_EXPLICIT,False,Implicit Default,None,None,debug_log,https://github.com/pytorch/pytorch/blob/main/.claude/skills/triaging-issues/scripts/add_bot_triaged.py#L28,"        with open(DEBUG_LOG, ""a"") as f:"
pytorch/pytorch,.claude/skills/triaging-issues/scripts/validate_issue_target.py,20,open,NOT_EXPLICIT,False,Implicit Default,None,None,debug_log,https://github.com/pytorch/pytorch/blob/main/.claude/skills/triaging-issues/scripts/validate_issue_target.py#L20,"        with open(DEBUG_LOG, ""a"") as log:"
pytorch/pytorch,.claude/skills/triaging-issues/scripts/validate_labels.py,61,open,NOT_EXPLICIT,False,Implicit Default,None,None,debug_log,https://github.com/pytorch/pytorch/blob/main/.claude/skills/triaging-issues/scripts/validate_labels.py#L61,"        with open(DEBUG_LOG, ""a"") as f:"
pytorch/pytorch,.claude/skills/triaging-issues/scripts/validate_labels.py,79,open,NOT_EXPLICIT,False,Implicit Default,None,None,_load_labels_from_file,https://github.com/pytorch/pytorch/blob/main/.claude/skills/triaging-issues/scripts/validate_labels.py#L79,        with open(path) as f:
pytorch/pytorch,.github/actions/reuse-old-whl/reuse_old_whl.py,205,open,NOT_EXPLICIT,False,Implicit Default,None,None,find_old_whl,https://github.com/pytorch/pytorch/blob/main/.github/actions/reuse-old-whl/reuse_old_whl.py#L205,"                with open(""artifacts.zip"", ""wb"") as f:"
pytorch/pytorch,.github/actions/reuse-old-whl/reuse_old_whl.py,245,open,NOT_EXPLICIT,False,Implicit Default,None,None,change_content_to_new_version,https://github.com/pytorch/pytorch/blob/main/.github/actions/reuse-old-whl/reuse_old_whl.py#L245,            with open(file) as f:
pytorch/pytorch,.github/actions/reuse-old-whl/reuse_old_whl.py,248,open,NOT_EXPLICIT,False,Implicit Default,None,None,change_content_to_new_version,https://github.com/pytorch/pytorch/blob/main/.github/actions/reuse-old-whl/reuse_old_whl.py#L248,"            with open(file, ""w"") as f:"
pytorch/pytorch,.github/actions/reuse-old-whl/reuse_old_whl.py,312,open,NOT_EXPLICIT,False,Implicit Default,None,None,set_output,https://github.com/pytorch/pytorch/blob/main/.github/actions/reuse-old-whl/reuse_old_whl.py#L312,"        with open(str(os.getenv(""GITHUB_OUTPUT"")), ""a"") as env:"
pytorch/pytorch,.github/ci_configs/vllm/use_existing_torch.py,49,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/.github/ci_configs/vllm/use_existing_torch.py#L49,        with open(file) as f:
pytorch/pytorch,.github/ci_configs/vllm/use_existing_torch.py,52,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/.github/ci_configs/vllm/use_existing_torch.py#L52,"            with open(file, ""w"") as f:"
pytorch/pytorch,.github/scripts/build_triton_wheel.py,21,open,NOT_EXPLICIT,False,Implicit Default,None,None,read_triton_pin,https://github.com/pytorch/pytorch/blob/main/.github/scripts/build_triton_wheel.py#L21,"    with open(REPO_DIR / "".ci"" / ""docker"" / ""ci_commit_pins"" / triton_file) as f:"
pytorch/pytorch,.github/scripts/build_triton_wheel.py,29,open,NOT_EXPLICIT,False,Implicit Default,None,None,read_triton_version,https://github.com/pytorch/pytorch/blob/main/.github/scripts/build_triton_wheel.py#L29,"    with open(REPO_DIR / "".ci"" / ""docker"" / triton_version_file) as f:"
pytorch/pytorch,.github/scripts/build_triton_wheel.py,45,open,NOT_EXPLICIT,False,Implicit Default,None,None,patch_init_py,https://github.com/pytorch/pytorch/blob/main/.github/scripts/build_triton_wheel.py#L45,    with open(path) as f:
pytorch/pytorch,.github/scripts/build_triton_wheel.py,51,open,NOT_EXPLICIT,False,Implicit Default,None,None,patch_init_py,https://github.com/pytorch/pytorch/blob/main/.github/scripts/build_triton_wheel.py#L51,"    with open(path, ""w"") as f:"
pytorch/pytorch,.github/scripts/close_nonexistent_disable_issues.py,96,open,NOT_EXPLICIT,False,Implicit Default,None,None,download_log_worker,https://github.com/pytorch/pytorch/blob/main/.github/scripts/close_nonexistent_disable_issues.py#L96,"    with open(f""{temp_dir}/{name.replace('/', '_')} {id}.txt"", ""x"") as f:"
pytorch/pytorch,.github/scripts/close_nonexistent_disable_issues.py,176,open,NOT_EXPLICIT,False,Implicit Default,None,None,global,https://github.com/pytorch/pytorch/blob/main/.github/scripts/close_nonexistent_disable_issues.py#L176,"            with open(f""{temp_dir}/{filename}"") as f:"
pytorch/pytorch,.github/scripts/ensure_actions_will_cancel.py,26,open,NOT_EXPLICIT,False,Implicit Default,None,None,should_check,https://github.com/pytorch/pytorch/blob/main/.github/scripts/ensure_actions_will_cancel.py#L26,    with open(filename) as f:
pytorch/pytorch,.github/scripts/ensure_actions_will_cancel.py,39,open,NOT_EXPLICIT,False,Implicit Default,None,None,global,https://github.com/pytorch/pytorch/blob/main/.github/scripts/ensure_actions_will_cancel.py#L39,        with open(filename) as f:
pytorch/pytorch,.github/scripts/export_pytorch_labels.py,40,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/.github/scripts/export_pytorch_labels.py#L40,"        with open(args.output_file, ""w"") as f:"
pytorch/pytorch,.github/scripts/file_io_utils.py,47,open,NOT_EXPLICIT,False,Implicit Default,None,None,load_json_file,https://github.com/pytorch/pytorch/blob/main/.github/scripts/file_io_utils.py#L47,    with open(file_path) as f:
pytorch/pytorch,.github/scripts/file_io_utils.py,55,open,NOT_EXPLICIT,False,Implicit Default,None,None,write_json_file,https://github.com/pytorch/pytorch/blob/main/.github/scripts/file_io_utils.py#L55,"    with open(file_path, ""w"") as f:"
pytorch/pytorch,.github/scripts/filter_test_configs.py,459,open,NOT_EXPLICIT,False,Implicit Default,None,None,set_output,https://github.com/pytorch/pytorch/blob/main/.github/scripts/filter_test_configs.py#L459,"        with open(str(os.getenv(""GITHUB_OUTPUT"")), ""a"") as env:"
pytorch/pytorch,.github/scripts/generate_ci_workflows.py,98,open,NOT_EXPLICIT,False,Implicit Default,None,BinaryBuildWorkflow,generate_workflow_file,https://github.com/pytorch/pytorch/blob/main/.github/scripts/generate_ci_workflows.py#L98,"        with open(output_file_path, ""w"") as output_file:"
pytorch/pytorch,.github/scripts/get_workflow_job_id.py,147,open,NOT_EXPLICIT,False,Implicit Default,None,None,set_output,https://github.com/pytorch/pytorch/blob/main/.github/scripts/get_workflow_job_id.py#L147,"        with open(str(os.getenv(""GITHUB_OUTPUT"")), ""a"") as env:"
pytorch/pytorch,.github/scripts/lint_native_functions.py,29,open,NOT_EXPLICIT,False,Implicit Default,None,None,global,https://github.com/pytorch/pytorch/blob/main/.github/scripts/lint_native_functions.py#L29,"with open(Path(__file__).parents[2] / fn(""."")) as f:"
pytorch/pytorch,.github/scripts/map_ec2_to_arc.py,45,open,NOT_EXPLICIT,False,Implicit Default,None,None,load_mapping,https://github.com/pytorch/pytorch/blob/main/.github/scripts/map_ec2_to_arc.py#L45,    with open(arc_yaml) as f:
pytorch/pytorch,.github/scripts/map_ec2_to_arc.py,51,open,NOT_EXPLICIT,False,Implicit Default,None,None,load_meta_only,https://github.com/pytorch/pytorch/blob/main/.github/scripts/map_ec2_to_arc.py#L51,    with open(arc_yaml) as f:
pytorch/pytorch,.github/scripts/map_ec2_to_arc.py,60,open,NOT_EXPLICIT,False,Implicit Default,None,None,set_output,https://github.com/pytorch/pytorch/blob/main/.github/scripts/map_ec2_to_arc.py#L60,"        with open(github_output, ""a"") as f:"
pytorch/pytorch,.github/scripts/parse_ref.py,10,open,NOT_EXPLICIT,False,Implicit Default,None,None,set_output,https://github.com/pytorch/pytorch/blob/main/.github/scripts/parse_ref.py#L10,"        with open(str(os.getenv(""GITHUB_OUTPUT"")), ""a"") as env:"
pytorch/pytorch,.github/scripts/runner_determinator.py,172,open,NOT_EXPLICIT,False,Implicit Default,None,None,set_github_output,https://github.com/pytorch/pytorch/blob/main/.github/scripts/runner_determinator.py#L172,"    with open(GITHUB_OUTPUT, ""a"") as f:"
pytorch/pytorch,.github/scripts/trymerge.py,1641,open,NOT_EXPLICIT,False,Implicit Default,None,None,read_merge_rules,https://github.com/pytorch/pytorch/blob/main/.github/scripts/trymerge.py#L1641,        with open(rules_path) as fp:
pytorch/pytorch,.github/scripts/trymerge.py,2072,open,NOT_EXPLICIT,False,Implicit Default,None,None,save_merge_record,https://github.com/pytorch/pytorch/blob/main/.github/scripts/trymerge.py#L2072,"    with open(repo_root / ""merge_record.json"", ""w"") as f:"
pytorch/pytorch,.github/scripts/tryrebase.py,121,open,NOT_EXPLICIT,False,Implicit Default,None,None,rebase_ghstack_onto,https://github.com/pytorch/pytorch/blob/main/.github/scripts/tryrebase.py#L121,"    with open("".ghstackrc"", ""w+"") as f:"
pytorch/pytorch,.spin/cmds.py,38,open,NOT_EXPLICIT,False,Implicit Default,None,None,_hash_file,https://github.com/pytorch/pytorch/blob/main/.spin/cmds.py#L38,"    with open(file, ""rb"") as f:"
pytorch/pytorch,aten/src/ATen/native/quantized/cpu/qnnpack/generate-wrapper.py,122,open,NOT_EXPLICIT,False,Implicit Default,None,None,global,https://github.com/pytorch/pytorch/blob/main/aten/src/ATen/native/quantized/cpu/qnnpack/generate-wrapper.py#L122,"            with open(filepath, ""w"") as wrapper:"
pytorch/pytorch,aten/src/ATen/native/transformers/hip/flash_attn/ck/fav_v3/codegen_compat.py,103,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/aten/src/ATen/native/transformers/hip/flash_attn/ck/fav_v3/codegen_compat.py#L103,"            with open(single_file, newline="""") as f:"
pytorch/pytorch,aten/src/ATen/native/transformers/hip/flash_attn/ck/fav_v3/codegen_compat.py,184,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/aten/src/ATen/native/transformers/hip/flash_attn/ck/fav_v3/codegen_compat.py#L184,"    with open(f""{args.output_dir}/asm_{args.module}_configs.hpp"", ""w"") as f:"
pytorch/pytorch,aten/src/ATen/native/transformers/hip/flash_attn/ck/fav_v3/generate_aiter_embedded_hsa.py,82,open,NOT_EXPLICIT,False,Implicit Default,None,None,generate_embedded_hsa_header,https://github.com/pytorch/pytorch/blob/main/aten/src/ATen/native/transformers/hip/flash_attn/ck/fav_v3/generate_aiter_embedded_hsa.py#L82,"        with open(co_file, ""rb"") as f:"
pytorch/pytorch,aten/src/ATen/native/transformers/hip/flash_attn/ck/fav_v3/generate_aiter_embedded_hsa.py,113,open,NOT_EXPLICIT,False,Implicit Default,None,None,generate_embedded_hsa_header,https://github.com/pytorch/pytorch/blob/main/aten/src/ATen/native/transformers/hip/flash_attn/ck/fav_v3/generate_aiter_embedded_hsa.py#L113,"    with open(output_file, ""w"") as f:"
pytorch/pytorch,benchmarks/compare-fastrnn-results.py,32,open,NOT_EXPLICIT,False,Implicit Default,None,None,global,https://github.com/pytorch/pytorch/blob/main/benchmarks/compare-fastrnn-results.py#L32,with open(args.base) as base:
pytorch/pytorch,benchmarks/compare-fastrnn-results.py,34,open,NOT_EXPLICIT,False,Implicit Default,None,None,global,https://github.com/pytorch/pytorch/blob/main/benchmarks/compare-fastrnn-results.py#L34,with open(args.diff) as diff:
pytorch/pytorch,benchmarks/distributed/ddp/benchmark.py,293,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/benchmarks/distributed/ddp/benchmark.py#L293,"        with open(args.json, ""w"") as f:"
pytorch/pytorch,benchmarks/distributed/ddp/diff.py,13,open,NOT_EXPLICIT,False,Implicit Default,None,None,load,https://github.com/pytorch/pytorch/blob/main/benchmarks/distributed/ddp/diff.py#L13,    with open(path) as f:
pytorch/pytorch,benchmarks/dynamo/benchmarks.py,18,open,NOT_EXPLICIT,False,Implicit Default,None,None,model_names,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/benchmarks.py#L18,    with open(filename) as fh:
pytorch/pytorch,benchmarks/dynamo/cachebench.py,183,open,NOT_EXPLICIT,False,Implicit Default,None,None,_write_results_to_json,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/cachebench.py#L183,"    with open(cmd_args.output, ""w"") as f:"
pytorch/pytorch,benchmarks/dynamo/ci_expected_accuracy/update_expected.py,279,open,NOT_EXPLICIT,False,Implicit Default,None,None,apply_lints,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/ci_expected_accuracy/update_expected.py#L279,        with open(filename) as fd:
pytorch/pytorch,benchmarks/dynamo/ci_expected_accuracy/update_expected.py,281,open,NOT_EXPLICIT,False,Implicit Default,None,None,apply_lints,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/ci_expected_accuracy/update_expected.py#L281,"        with open(filename, ""w"") as fd:"
pytorch/pytorch,benchmarks/dynamo/combine_csv.py,16,open,NOT_EXPLICIT,False,Implicit Default,None,None,global,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/combine_csv.py#L16,    with open(f) as f:
pytorch/pytorch,benchmarks/dynamo/common.py,263,open,NOT_EXPLICIT,False,Implicit Default,None,None,load_yaml_file,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/common.py#L263,    with open(filepath) as f:
pytorch/pytorch,benchmarks/dynamo/common.py,268,open,NOT_EXPLICIT,False,Implicit Default,None,None,load_yaml_file,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/common.py#L268,        with open(internal_file_path) as f:
pytorch/pytorch,benchmarks/dynamo/common.py,346,open,NOT_EXPLICIT,False,Implicit Default,None,None,output_csv,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/common.py#L346,        with open(filename) as fd:
pytorch/pytorch,benchmarks/dynamo/common.py,356,open,NOT_EXPLICIT,False,Implicit Default,None,None,output_csv,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/common.py#L356,"    with open(filename, ""w"") as fd:"
pytorch/pytorch,benchmarks/dynamo/common.py,385,open,NOT_EXPLICIT,False,Implicit Default,None,None,output_json,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/common.py#L385,"    with open(f""{os.path.splitext(filename)[0]}.json"", ""a"") as f:"
pytorch/pytorch,benchmarks/dynamo/common.py,1567,open,NOT_EXPLICIT,False,Implicit Default,None,None,aot_precompile,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/common.py#L1567,"        with open(save_path, ""rb"") as f:"
pytorch/pytorch,benchmarks/dynamo/common.py,1655,open,NOT_EXPLICIT,False,Implicit Default,None,None,read_batch_size_from_file,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/common.py#L1655,    with open(filename) as f:
pytorch/pytorch,benchmarks/dynamo/huggingface.py,120,open,NOT_EXPLICIT,False,Implicit Default,None,None,global,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/huggingface.py#L120,with open(MODELS_FILENAME) as fh:
pytorch/pytorch,benchmarks/dynamo/launch_compile_op_numerics.py,867,open,NOT_EXPLICIT,False,Implicit Default,None,None,launch_test_case,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/launch_compile_op_numerics.py#L867,"            stderr=open(f""/workspace/logs/{identifier}.log"", ""w""),"
pytorch/pytorch,benchmarks/dynamo/launch_compile_op_numerics.py,894,open,NOT_EXPLICIT,False,Implicit Default,None,None,runner,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/launch_compile_op_numerics.py#L894,"    with open(         f""/workspace/result_{args.gpu[0]}_{args.pytorch_version}_{args.cuda_version}.jsonl"",         ""a+"",     ) as result:"
pytorch/pytorch,benchmarks/dynamo/microbenchmarks/analyze_templates.py,15,open,NOT_EXPLICIT,False,Implicit Default,None,None,parse_log_file,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/microbenchmarks/analyze_templates.py#L15,    with open(file_path) as f:
pytorch/pytorch,benchmarks/dynamo/microbenchmarks/operator_inp_utils.py,188,open,NOT_EXPLICIT,False,Implicit Default,None,OperatorInputsMode,log_to_file,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/microbenchmarks/operator_inp_utils.py#L188,"        with open(output_filename, ""w"") as f:"
pytorch/pytorch,benchmarks/dynamo/microbenchmarks/operator_inp_utils.py,244,open,NOT_EXPLICIT,False,Implicit Default,None,OperatorInputsLoader,__init__,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/microbenchmarks/operator_inp_utils.py#L244,        with open(json_file_path) as f:
pytorch/pytorch,benchmarks/dynamo/microbenchmarks/operatorbench.py,268,open,NOT_EXPLICIT,False,Implicit Default,None,None,benchmark,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/microbenchmarks/operatorbench.py#L268,"        with open(filename, ""w"") as output_fd:"
pytorch/pytorch,benchmarks/dynamo/pr_time_benchmarks/benchmarks/benchmark_base.py,225,open,NOT_EXPLICIT,False,Implicit Default,None,BenchmarkBase,_write_to_json,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/pr_time_benchmarks/benchmarks/benchmark_base.py#L225,"        with open(os.path.join(output_dir, f""{self.name()}.json""), ""w"") as f:"
pytorch/pytorch,benchmarks/dynamo/pr_time_benchmarks/benchmarks/benchmark_base.py,229,open,NOT_EXPLICIT,False,Implicit Default,None,BenchmarkBase,append_results,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/pr_time_benchmarks/benchmarks/benchmark_base.py#L229,"        with open(path, ""a"", newline="""") as csvfile:"
pytorch/pytorch,benchmarks/dynamo/pr_time_benchmarks/check_results.py,75,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/pr_time_benchmarks/check_results.py#L75,    with open(expected_file_path) as f:
pytorch/pytorch,benchmarks/dynamo/pr_time_benchmarks/check_results.py,94,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/pr_time_benchmarks/check_results.py#L94,    with open(result_file_path) as f:
pytorch/pytorch,benchmarks/dynamo/pr_time_benchmarks/check_results.py,197,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/pr_time_benchmarks/check_results.py#L197,"    with open(reference_expected_results_path, ""w"", newline="""") as csvfile:"
pytorch/pytorch,benchmarks/dynamo/pr_time_benchmarks/check_results.py,221,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/pr_time_benchmarks/check_results.py#L221,    with open(reference_expected_results_path) as f:
pytorch/pytorch,benchmarks/dynamo/runner.py,414,open,NOT_EXPLICIT,False,Implicit Default,None,None,generate_commands,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L414,"    with open(generated_file, ""w"") as runfile:"
pytorch/pytorch,benchmarks/dynamo/runner.py,555,open,NOT_EXPLICIT,False,Implicit Default,None,None,build_summary,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L555,"    with open(f""{output_dir}/gh_build_summary.txt"", ""w"") as gh_fh:"
pytorch/pytorch,benchmarks/dynamo/runner.py,628,open,NOT_EXPLICIT,False,Implicit Default,None,Parser,has_header,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L628,        with open(output_filename) as f:
pytorch/pytorch,benchmarks/dynamo/runner.py,998,open,NOT_EXPLICIT,False,Implicit Default,None,ParsePerformanceLogs,gen_summary_files,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L998,"        with open(f""{self.output_dir}/gh_title.txt"", ""w"") as gh_fh:"
pytorch/pytorch,benchmarks/dynamo/runner.py,1005,open,NOT_EXPLICIT,False,Implicit Default,None,ParsePerformanceLogs,gen_summary_files,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L1005,"        with open(f""{self.output_dir}/gh_executive_summary.txt"", ""w"") as gh_fh:"
pytorch/pytorch,benchmarks/dynamo/runner.py,1008,open,NOT_EXPLICIT,False,Implicit Default,None,ParsePerformanceLogs,gen_summary_files,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L1008,"        with open(f""{self.output_dir}/gh_warnings.txt"", ""w"") as gh_fh:"
pytorch/pytorch,benchmarks/dynamo/runner.py,1016,open,NOT_EXPLICIT,False,Implicit Default,None,ParsePerformanceLogs,gen_summary_files,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L1016,"        with open(f""{self.output_dir}/gh_{self.mode}.txt"", ""w"") as gh_fh:"
pytorch/pytorch,benchmarks/dynamo/runner.py,1128,open,NOT_EXPLICIT,False,Implicit Default,None,SummaryStatDiffer,generate_comment,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L1128,"        with open(f""{self.args.output_dir}/gh_summary_diff.txt"", ""w"") as gh_fh:"
pytorch/pytorch,benchmarks/dynamo/runner.py,1249,open,NOT_EXPLICIT,False,Implicit Default,None,RegressionDetector,generate_comment,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L1249,"        with open(f""{self.args.output_dir}/gh_metric_regression.txt"", ""w"") as gh_fh:"
pytorch/pytorch,benchmarks/dynamo/runner.py,1298,open,NOT_EXPLICIT,False,Implicit Default,None,RegressionTracker,generate_comment,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L1298,"        with open(f""{self.args.output_dir}/gh_regression.txt"", ""w"") as gh_fh:"
pytorch/pytorch,benchmarks/dynamo/runner.py,1409,open,NOT_EXPLICIT,False,Implicit Default,None,DashboardUpdater,upload_graphs,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L1409,"        with open(f""{self.output_dir}/gh_graphs.txt"", ""w"") as gh_fh:"
pytorch/pytorch,benchmarks/dynamo/runner.py,1427,open,NOT_EXPLICIT,False,Implicit Default,None,DashboardUpdater,gen_comment,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L1427,"                with open(os.path.join(self.output_dir, f)) as fh:"
pytorch/pytorch,benchmarks/dynamo/runner.py,1469,open,NOT_EXPLICIT,False,Implicit Default,None,DashboardUpdater,update,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/runner.py#L1469,"                with open(f""{self.args.output_dir}/gh_regression.txt"", ""w"") as gh_fh:"
pytorch/pytorch,benchmarks/dynamo/timm_models.py,55,open,NOT_EXPLICIT,False,Implicit Default,None,None,global,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/timm_models.py#L55,with open(filename) as fh:
pytorch/pytorch,benchmarks/dynamo/timm_models.py,74,open,NOT_EXPLICIT,False,Implicit Default,None,None,read_models_from_docs,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/timm_models.py#L74,            with open(fn) as f:
pytorch/pytorch,benchmarks/dynamo/timm_models.py,143,open,NOT_EXPLICIT,False,Implicit Default,None,None,refresh_model_names,https://github.com/pytorch/pytorch/blob/main/benchmarks/dynamo/timm_models.py#L143,"    with open(filename, ""w"") as fw:"
pytorch/pytorch,benchmarks/functional_autograd_benchmark/compare.py,28,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/benchmarks/functional_autograd_benchmark/compare.py#L28,    with open(args.before) as f:
pytorch/pytorch,benchmarks/functional_autograd_benchmark/compare.py,32,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/benchmarks/functional_autograd_benchmark/compare.py#L32,    with open(args.after) as f:
pytorch/pytorch,benchmarks/functional_autograd_benchmark/compare.py,70,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/benchmarks/functional_autograd_benchmark/compare.py#L70,"        with open(args.output, ""w"") as f:"
pytorch/pytorch,benchmarks/functional_autograd_benchmark/functional_autograd_benchmark.py,342,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/benchmarks/functional_autograd_benchmark/functional_autograd_benchmark.py#L342,"        with open(args.output, ""w"") as f:"
pytorch/pytorch,benchmarks/gpt_fast/benchmark.py,235,open,NOT_EXPLICIT,False,Implicit Default,None,None,output_csv,https://github.com/pytorch/pytorch/blob/main/benchmarks/gpt_fast/benchmark.py#L235,        with open(output_file) as fd:
pytorch/pytorch,benchmarks/gpt_fast/benchmark.py,248,open,NOT_EXPLICIT,False,Implicit Default,None,None,output_csv,https://github.com/pytorch/pytorch/blob/main/benchmarks/gpt_fast/benchmark.py#L248,"    with open(output_file, ""w"") as fd:"
pytorch/pytorch,benchmarks/gpt_fast/benchmark.py,283,open,NOT_EXPLICIT,False,Implicit Default,None,None,output_json,https://github.com/pytorch/pytorch/blob/main/benchmarks/gpt_fast/benchmark.py#L283,"    with open(f""{os.path.splitext(output_file)[0]}.json"", ""a"") as f:"
pytorch/pytorch,benchmarks/inference/process_metrics.py,38,open,NOT_EXPLICIT,False,Implicit Default,None,None,global,https://github.com/pytorch/pytorch/blob/main/benchmarks/inference/process_metrics.py#L38,"    with open(output_md, ""a+"") as f:"
pytorch/pytorch,benchmarks/inference/server.py,392,open,NOT_EXPLICIT,False,Implicit Default,None,None,global,https://github.com/pytorch/pytorch/blob/main/benchmarks/inference/server.py#L392,"        with open(output_file, ""a+"", newline="""") as file:"
pytorch/pytorch,benchmarks/instruction_counts/applications/ci.py,76,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/benchmarks/instruction_counts/applications/ci.py#L76,"        with open(args.destination, ""w"") as f:"
pytorch/pytorch,benchmarks/instruction_counts/core/expand.py,68,open,NOT_EXPLICIT,False,Implicit Default,None,None,_generate_torchscript_file,https://github.com/pytorch/pytorch/blob/main/benchmarks/instruction_counts/core/expand.py#L68,"    with open(module_path, ""w"") as f:"
pytorch/pytorch,benchmarks/instruction_counts/execution/work.py,85,open,NOT_EXPLICIT,False,Implicit Default,None,_BenchmarkProcess,__init__,https://github.com/pytorch/pytorch/blob/main/benchmarks/instruction_counts/execution/work.py#L85,"        with open(self._communication_file, ""wb"") as f:"
pytorch/pytorch,benchmarks/instruction_counts/execution/work.py,160,open,NOT_EXPLICIT,False,Implicit Default,None,_BenchmarkProcess,_maybe_collect,https://github.com/pytorch/pytorch/blob/main/benchmarks/instruction_counts/execution/work.py#L160,"        with open(self._communication_file, ""rb"") as f:"
pytorch/pytorch,benchmarks/instruction_counts/worker/main.py,168,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/benchmarks/instruction_counts/worker/main.py#L168,"        with open(communication_file, ""rb"") as f:"
pytorch/pytorch,benchmarks/instruction_counts/worker/main.py,191,open,NOT_EXPLICIT,False,Implicit Default,None,None,main,https://github.com/pytorch/pytorch/blob/main/benchmarks/instruction_counts/worker/main.py#L191,"    with open(communication_file, ""wb"") as f:"
pytorch/pytorch,benchmarks/operator_benchmark/benchmark_core.py,551,open,NOT_EXPLICIT,False,Implicit Default,None,BenchmarkRunner,_output_csv,https://github.com/pytorch/pytorch/blob/main/benchmarks/operator_benchmark/benchmark_core.py#L551,            with open(filename) as fd:
pytorch/pytorch,benchmarks/operator_benchmark/benchmark_core.py,561,open,NOT_EXPLICIT,False,Implicit Default,None,BenchmarkRunner,_output_csv,https://github.com/pytorch/pytorch/blob/main/benchmarks/operator_benchmark/benchmark_core.py#L561,"        with open(filename, ""w"") as fd:"
