Target,File Path,Line,Target Name,Is Descoped (Zero-Copy Ready),Consumer Category,Consumer Name,Descoping Rationale,Enclosing Class,Enclosing Function,File URL
GitHub:pytorch/pytorch (main),torch/jit/_shape_functions.py,652,cat,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),,stack,https://github.com/pytorch/pytorch/blob/main/torch/jit/_shape_functions.py#L652
GitHub:pytorch/pytorch (main),torch/jit/mobile/__init__.py,50,f.read,True,DIRECT_CALL_ARGUMENT,torch._C._load_for_lite_interpreter_from_buffer,Passed directly to consumer function 'torch._C._load_for_lite_interpreter_from_buffer',,_load_for_lite_interpreter,https://github.com/pytorch/pytorch/blob/main/torch/jit/mobile/__init__.py#L50
GitHub:pytorch/pytorch (main),torch/jit/mobile/__init__.py,109,f_input.read,True,DIRECT_CALL_ARGUMENT,torch._C._get_model_bytecode_version_from_buffer,Passed directly to consumer function 'torch._C._get_model_bytecode_version_from_buffer',,_get_model_bytecode_version,https://github.com/pytorch/pytorch/blob/main/torch/jit/mobile/__init__.py#L109
GitHub:pytorch/pytorch (main),torch/jit/mobile/__init__.py,141,f_input.read,True,DIRECT_CALL_ARGUMENT,torch._C._get_mobile_model_contained_types_from_buffer,Passed directly to consumer function 'torch._C._get_mobile_model_contained_types_from_buffer',,_get_mobile_model_contained_types,https://github.com/pytorch/pytorch/blob/main/torch/jit/mobile/__init__.py#L141
GitHub:pytorch/pytorch (main),torch/jit/mobile/__init__.py,171,f_input.read,True,DIRECT_CALL_ARGUMENT,torch._C._backport_for_mobile_from_buffer,Passed directly to consumer function 'torch._C._backport_for_mobile_from_buffer',,_backport_for_mobile,https://github.com/pytorch/pytorch/blob/main/torch/jit/mobile/__init__.py#L171
GitHub:pytorch/pytorch (main),torch/jit/mobile/__init__.py,195,f_input.read,True,DIRECT_CALL_ARGUMENT,torch._C._backport_for_mobile_from_buffer_to_buffer,Passed directly to consumer function 'torch._C._backport_for_mobile_from_buffer_to_buffer',,_backport_for_mobile_to_buffer,https://github.com/pytorch/pytorch/blob/main/torch/jit/mobile/__init__.py#L195
GitHub:pytorch/pytorch (main),torch/jit/mobile/__init__.py,238,f_input.read,True,DIRECT_CALL_ARGUMENT,torch._C._get_model_ops_and_info,Passed directly to consumer function 'torch._C._get_model_ops_and_info',,_get_model_ops_and_info,https://github.com/pytorch/pytorch/blob/main/torch/jit/mobile/__init__.py#L238
GitHub:pytorch/pytorch (main),torch/masked/_ops.py,574,torch.cat,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,intersection,https://github.com/pytorch/pytorch/blob/main/torch/masked/_ops.py#L574
GitHub:pytorch/pytorch (main),torch/masked/_ops.py,578,torch.cat,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,minus,https://github.com/pytorch/pytorch/blob/main/torch/masked/_ops.py#L578
GitHub:pytorch/pytorch (main),torch/masked/_ops.py,622,torch.cat,True,DESCUPED_LOCAL_VARIABLE,where_indices,Local transient variable 'where_indices' (ownership discarded at function exit),,_sparse_coo_where,https://github.com/pytorch/pytorch/blob/main/torch/masked/_ops.py#L622
GitHub:pytorch/pytorch (main),torch/masked/_ops.py,623,torch.cat,True,DESCUPED_LOCAL_VARIABLE,where_values,Local transient variable 'where_values' (ownership discarded at function exit),,_sparse_coo_where,https://github.com/pytorch/pytorch/blob/main/torch/masked/_ops.py#L623
GitHub:pytorch/pytorch (main),torch/masked/_ops.py,807,torch.cat,False,ESCAPING_LOCAL_VAR,new_crow_indices,Variable 'new_crow_indices' returned from function,,_sparse_csr_segment_reduction_helper,https://github.com/pytorch/pytorch/blob/main/torch/masked/_ops.py#L807
GitHub:pytorch/pytorch (main),torch/nested/_internal/nested_tensor.py,573,torch.cat,True,DESCUPED_LOCAL_VARIABLE,values,Local transient variable 'values' (ownership discarded at function exit),,jagged_from_list,https://github.com/pytorch/pytorch/blob/main/torch/nested/_internal/nested_tensor.py#L573
GitHub:pytorch/pytorch (main),torch/nested/_internal/nested_tensor.py,586,torch.cat,False,ESCAPING_LOCAL_VAR,offsets,Variable 'offsets' returned from function,,jagged_from_list,https://github.com/pytorch/pytorch/blob/main/torch/nested/_internal/nested_tensor.py#L586
GitHub:pytorch/pytorch (main),torch/nested/_internal/nested_tensor.py,634,torch.cat,False,ESCAPING_LOCAL_VAR,offsets,Variable 'offsets' returned from function,,jagged_from_tensor_and_lengths,https://github.com/pytorch/pytorch/blob/main/torch/nested/_internal/nested_tensor.py#L634
GitHub:pytorch/pytorch (main),torch/nn/functional.py,6968,torch.cat,True,DESCUPED_LOCAL_VARIABLE,k,Local transient variable 'k' (ownership discarded at function exit),,multi_head_attention_forward,https://github.com/pytorch/pytorch/blob/main/torch/nn/functional.py#L6968
GitHub:pytorch/pytorch (main),torch/nn/functional.py,6969,torch.cat,True,DESCUPED_LOCAL_VARIABLE,v,Local transient variable 'v' (ownership discarded at function exit),,multi_head_attention_forward,https://github.com/pytorch/pytorch/blob/main/torch/nn/functional.py#L6969
GitHub:pytorch/pytorch (main),torch/nn/functional.py,7019,torch.cat,True,DESCUPED_LOCAL_VARIABLE,k,Local transient variable 'k' (ownership discarded at function exit),,multi_head_attention_forward,https://github.com/pytorch/pytorch/blob/main/torch/nn/functional.py#L7019
GitHub:pytorch/pytorch (main),torch/nn/functional.py,7024,torch.cat,True,DESCUPED_LOCAL_VARIABLE,v,Local transient variable 'v' (ownership discarded at function exit),,multi_head_attention_forward,https://github.com/pytorch/pytorch/blob/main/torch/nn/functional.py#L7024
GitHub:pytorch/pytorch (main),torch/nn/modules/_functions.py,49,torch.cat,True,DESCUPED_LOCAL_VARIABLE,combined,Local transient variable 'combined' (ownership discarded at function exit),SyncBatchNorm,forward,https://github.com/pytorch/pytorch/blob/main/torch/nn/modules/_functions.py#L49
GitHub:pytorch/pytorch (main),torch/nn/modules/_functions.py,159,torch.cat,True,DESCUPED_LOCAL_VARIABLE,combined,Local transient variable 'combined' (ownership discarded at function exit),SyncBatchNorm,backward,https://github.com/pytorch/pytorch/blob/main/torch/nn/modules/_functions.py#L159
GitHub:pytorch/pytorch (main),torch/nn/utils/convert_parameters.py,25,torch.cat,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),,parameters_to_vector,https://github.com/pytorch/pytorch/blob/main/torch/nn/utils/convert_parameters.py#L25
GitHub:pytorch/pytorch (main),torch/nn/utils/parametrizations.py,85,torch.cat,True,DESCUPED_LOCAL_VARIABLE,X,Local transient variable 'X' (ownership discarded at function exit),_Orthogonal,forward,https://github.com/pytorch/pytorch/blob/main/torch/nn/utils/parametrizations.py#L85
GitHub:pytorch/pytorch (main),torch/nn/utils/parametrizations.py,180,torch.cat,False,ESCAPING_LOCAL_VAR,Q,Variable 'Q' stored into attribute 'self.base',_Orthogonal,right_inverse,https://github.com/pytorch/pytorch/blob/main/torch/nn/utils/parametrizations.py#L180
GitHub:pytorch/pytorch (main),torch/numa/binding.py,523,f.read,True,DIRECT_CALL_ARGUMENT,_get_set_of_int_from_ranges_str,Passed directly to consumer function '_get_set_of_int_from_ranges_str',,_get_logical_cpu_indices_sharing_same_physical_core_as,https://github.com/pytorch/pytorch/blob/main/torch/numa/binding.py#L523
GitHub:pytorch/pytorch (main),torch/numa/binding.py,543,type_file.read,True,CHAINED_TRANSFORMATION,strip,Immediately transformed in-place via .strip(),,_get_logical_cpus_sharing_same_max_level_cache_as,https://github.com/pytorch/pytorch/blob/main/torch/numa/binding.py#L543
GitHub:pytorch/pytorch (main),torch/numa/binding.py,548,level_file.read,True,DIRECT_CALL_ARGUMENT,int,Passed directly to consumer function 'int',,_get_logical_cpus_sharing_same_max_level_cache_as,https://github.com/pytorch/pytorch/blob/main/torch/numa/binding.py#L548
GitHub:pytorch/pytorch (main),torch/numa/binding.py,558,share_cpu_list_file.read,True,DIRECT_CALL_ARGUMENT,_get_set_of_int_from_ranges_str,Passed directly to consumer function '_get_set_of_int_from_ranges_str',,_get_logical_cpus_sharing_same_max_level_cache_as,https://github.com/pytorch/pytorch/blob/main/torch/numa/binding.py#L558
GitHub:pytorch/pytorch (main),torch/numa/binding.py,583,f.read,False,ESCAPING_LOCAL_VAR,cpu_range_str,Variable 'cpu_range_str' returned from function,,_get_cpu_indices_for_numa_node_MAYBE_NOT_ALLOWED,https://github.com/pytorch/pytorch/blob/main/torch/numa/binding.py#L583
GitHub:pytorch/pytorch (main),torch/numa/binding.py,614,f.read,True,CHAINED_TRANSFORMATION,strip,Immediately transformed in-place via .strip(),,_get_numa_node_index_for_device_index,https://github.com/pytorch/pytorch/blob/main/torch/numa/binding.py#L614
GitHub:pytorch/pytorch (main),torch/numa/binding.py,640,f.read,True,CHAINED_TRANSFORMATION,strip,Immediately transformed in-place via .strip(),,_get_socket_index_for_cpu,https://github.com/pytorch/pytorch/blob/main/torch/numa/binding.py#L640
GitHub:pytorch/pytorch (main),torch/numa/binding.py,713,f.read,False,ESCAPING_LOCAL_VAR,possible_nodes_str,Variable 'possible_nodes_str' returned from function,,_get_systemwide_numa_node_indices,https://github.com/pytorch/pytorch/blob/main/torch/numa/binding.py#L713
GitHub:pytorch/pytorch (main),torch/onnx/_internal/torchscript_exporter/onnx_proto_utils.py,108,f.read,False,ESCAPING_LOCAL_VAR,model_bytes,Variable 'model_bytes' returned from function,,load_test_case,https://github.com/pytorch/pytorch/blob/main/torch/onnx/_internal/torchscript_exporter/onnx_proto_utils.py#L108
GitHub:pytorch/pytorch (main),torch/onnx/_internal/torchscript_exporter/symbolic_opset11.py,527,opset9.cat,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),,cat,https://github.com/pytorch/pytorch/blob/main/torch/onnx/_internal/torchscript_exporter/symbolic_opset11.py#L527
GitHub:pytorch/pytorch (main),torch/onnx/ops/_impl.py,200,torch.cat,True,DESCUPED_LOCAL_VARIABLE,x_rotate_concat,Local transient variable 'x_rotate_concat' (ownership discarded at function exit),,rotary_embedding_23,https://github.com/pytorch/pytorch/blob/main/torch/onnx/ops/_impl.py#L200
GitHub:pytorch/pytorch (main),torch/onnx/ops/_impl.py,203,torch.cat,True,DESCUPED_LOCAL_VARIABLE,x_rotate,Local transient variable 'x_rotate' (ownership discarded at function exit),,rotary_embedding_23,https://github.com/pytorch/pytorch/blob/main/torch/onnx/ops/_impl.py#L203
GitHub:pytorch/pytorch (main),torch/onnx/ops/_impl.py,204,torch.cat,False,ESCAPING_LOCAL_VAR,output,Variable 'output' returned from function,,rotary_embedding_23,https://github.com/pytorch/pytorch/blob/main/torch/onnx/ops/_impl.py#L204
GitHub:pytorch/pytorch (main),torch/onnx/ops/_impl.py,411,torch.cat,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,attention_23,https://github.com/pytorch/pytorch/blob/main/torch/onnx/ops/_impl.py#L411
GitHub:pytorch/pytorch (main),torch/onnx/ops/_impl.py,416,torch.cat,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,attention_23,https://github.com/pytorch/pytorch/blob/main/torch/onnx/ops/_impl.py#L416
GitHub:pytorch/pytorch (main),torch/optim/adamax.py,286,torch.cat,True,DESCUPED_LOCAL_VARIABLE,norm_buf,Local transient variable 'norm_buf' (ownership discarded at function exit),,_single_tensor_adamax,https://github.com/pytorch/pytorch/blob/main/torch/optim/adamax.py#L286
GitHub:pytorch/pytorch (main),torch/optim/lbfgs.py,269,torch.cat,False,ESCAPING_LOCAL_VAR,flat_grad,Variable 'flat_grad' returned from function,LBFGS,_gather_flat_grad,https://github.com/pytorch/pytorch/blob/main/torch/optim/lbfgs.py#L269
GitHub:pytorch/pytorch (main),torch/package/_directory_reader.py,38,f.read,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),DirectoryReader,get_record,https://github.com/pytorch/pytorch/blob/main/torch/package/_directory_reader.py#L38
GitHub:pytorch/pytorch (main),torch/package/package_exporter.py,1210,f.read,False,ESCAPING_LOCAL_VAR,b,Variable 'b' returned from function,,_read_file,https://github.com/pytorch/pytorch/blob/main/torch/package/package_exporter.py#L1210
GitHub:pytorch/pytorch (main),torch/profiler/_cupti/monitor_trace.py,1173,f.read,True,CHAINED_TRANSFORMATION,strip,Immediately transformed in-place via .strip(),,_process_name,https://github.com/pytorch/pytorch/blob/main/torch/profiler/_cupti/monitor_trace.py#L1173
GitHub:pytorch/pytorch (main),torch/profiler/_cupti/monitor_trace.py,2358,f.read,True,DESCUPED_LOCAL_VARIABLE,raw,Local transient variable 'raw' (ownership discarded at function exit),,merge_trace_window_into_chrome_trace,https://github.com/pytorch/pytorch/blob/main/torch/profiler/_cupti/monitor_trace.py#L2358
GitHub:pytorch/pytorch (main),torch/profiler/_memory_profiler.py,1223,tmpfile.read,True,DIRECT_CALL_ARGUMENT,b64encode,Passed directly to consumer function 'b64encode',MemoryProfileTimeline,export_memory_timeline_html,https://github.com/pytorch/pytorch/blob/main/torch/profiler/_memory_profiler.py#L1223
GitHub:pytorch/pytorch (main),torch/quasirandom.py,111,torch.cat,False,ESCAPING_LOCAL_VAR,result,Variable 'result' returned from function,SobolEngine,draw,https://github.com/pytorch/pytorch/blob/main/torch/quasirandom.py#L111
GitHub:pytorch/pytorch (main),torch/serialization.py,439,f.read,False,ESCAPING_LOCAL_VAR,read_bytes,Variable 'read_bytes' returned from function,,_is_zipfile,https://github.com/pytorch/pytorch/blob/main/torch/serialization.py#L439
GitHub:pytorch/pytorch (main),torch/serialization.py,1716,f.read,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,_check_container_source,https://github.com/pytorch/pytorch/blob/main/torch/serialization.py#L1716
GitHub:pytorch/pytorch (main),torch/serialization.py,1801,f.read,True,STRUCT_UNPACK,struct.unpack,Direct in-place consumer 'struct.unpack' (safe zero-copy candidate),,legacy_load,https://github.com/pytorch/pytorch/blob/main/torch/serialization.py#L1801
GitHub:pytorch/pytorch (main),torch/serialization.py,1803,f.read,True,STANDALONE_DRAIN,expr,Result discarded immediately after execution,,legacy_load,https://github.com/pytorch/pytorch/blob/main/torch/serialization.py#L1803
GitHub:pytorch/pytorch (main),torch/serialization.py,1804,f.read,True,STRUCT_UNPACK,struct.unpack,Direct in-place consumer 'struct.unpack' (safe zero-copy candidate),,legacy_load,https://github.com/pytorch/pytorch/blob/main/torch/serialization.py#L1804
GitHub:pytorch/pytorch (main),torch/serialization.py,1805,f.read,True,STRUCT_UNPACK,struct.unpack,Direct in-place consumer 'struct.unpack' (safe zero-copy candidate),,legacy_load,https://github.com/pytorch/pytorch/blob/main/torch/serialization.py#L1805
GitHub:pytorch/pytorch (main),torch/serialization.py,1806,f.read,True,STRUCT_UNPACK,struct.unpack,Direct in-place consumer 'struct.unpack' (safe zero-copy candidate),,legacy_load,https://github.com/pytorch/pytorch/blob/main/torch/serialization.py#L1806
GitHub:pytorch/pytorch (main),torch/sparse/_triton_ops.py,964,torch.cat,False,ESCAPING_LOCAL_VAR,q_offsets,Variable 'q_offsets' returned from function,,_bsr_scatter_mm_indices_data,https://github.com/pytorch/pytorch/blob/main/torch/sparse/_triton_ops.py#L964
GitHub:pytorch/pytorch (main),torch/sparse/_triton_ops.py,993,torch.cat,False,ESCAPING_LOCAL_VAR,q_offsets,Variable 'q_offsets' returned from function,,_bsr_scatter_mm_indices_data,https://github.com/pytorch/pytorch/blob/main/torch/sparse/_triton_ops.py#L993
GitHub:pytorch/pytorch (main),torch/sparse/_triton_ops.py,998,torch.cat,False,ESCAPING_LOCAL_VAR,c_indices,Variable 'c_indices' returned from function,,_bsr_scatter_mm_indices_data,https://github.com/pytorch/pytorch/blob/main/torch/sparse/_triton_ops.py#L998
GitHub:pytorch/pytorch (main),torch/sparse/_triton_ops.py,1007,torch.cat,False,ESCAPING_LOCAL_VAR,p_offsets,Variable 'p_offsets' returned from function,,_bsr_scatter_mm_indices_data,https://github.com/pytorch/pytorch/blob/main/torch/sparse/_triton_ops.py#L1007
GitHub:pytorch/pytorch (main),torch/sparse/_triton_ops_meta.py,233,f.read,True,DESCUPED_LOCAL_VARIABLE,current_content,Local transient variable 'current_content' (ownership discarded at function exit),,dump,https://github.com/pytorch/pytorch/blob/main/torch/sparse/_triton_ops_meta.py#L233
GitHub:pytorch/pytorch (main),torch/utils/_appending_byte_serializer.py,77,self.read_bytes,True,DIRECT_CALL_ARGUMENT,base64.b64decode,Passed directly to consumer function 'base64.b64decode',BytesReader,read_str,https://github.com/pytorch/pytorch/blob/main/torch/utils/_appending_byte_serializer.py#L77
GitHub:pytorch/pytorch (main),torch/utils/_cpp_embed_headers.py,8,f.readlines,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),,read_file,https://github.com/pytorch/pytorch/blob/main/torch/utils/_cpp_embed_headers.py#L8
GitHub:pytorch/pytorch (main),torch/utils/_cpp_extension_versioner.py,17,file.read,True,DIRECT_CALL_ARGUMENT,update_hash,Passed directly to consumer function 'update_hash',,hash_source_files,https://github.com/pytorch/pytorch/blob/main/torch/utils/_cpp_extension_versioner.py#L17
GitHub:pytorch/pytorch (main),torch/utils/_get_clean_triton.py,89,file.read,True,DESCUPED_LOCAL_VARIABLE,source_code,Local transient variable 'source_code' (ownership discarded at function exit),,process_file,https://github.com/pytorch/pytorch/blob/main/torch/utils/_get_clean_triton.py#L89
GitHub:pytorch/pytorch (main),torch/utils/_get_clean_triton.py,139,f.readlines,True,DESCUPED_LOCAL_VARIABLE,launch_params_meta,Local transient variable 'launch_params_meta' (ownership discarded at function exit),,process_file,https://github.com/pytorch/pytorch/blob/main/torch/utils/_get_clean_triton.py#L139
GitHub:pytorch/pytorch (main),torch/utils/_triton.py,286,f.read,True,HASHLIB_HASH,hashlib.sha256,Direct in-place consumer 'hashlib.sha256' (safe zero-copy candidate),,_extern_libs_key,https://github.com/pytorch/pytorch/blob/main/torch/utils/_triton.py#L286
GitHub:pytorch/pytorch (main),torch/utils/cpp_extension.py,504,f.read,True,DESCUPED_LOCAL_VARIABLE,content,Local transient variable 'content' (ownership discarded at function exit),,_maybe_write,https://github.com/pytorch/pytorch/blob/main/torch/utils/cpp_extension.py#L504
GitHub:pytorch/pytorch (main),torch/utils/cpp_extension.py,2040,file.read,False,ESCAPING_LOCAL_VAR,content,Variable 'content' returned from function,,check_pch_signature_in_file,https://github.com/pytorch/pytorch/blob/main/torch/utils/cpp_extension.py#L2040
GitHub:pytorch/pytorch (main),torch/utils/data/datapipes/gen_pyi.py,60,f.read,True,DESCUPED_LOCAL_VARIABLE,content,Local transient variable 'content' (ownership discarded at function exit),,gen_from_template,https://github.com/pytorch/pytorch/blob/main/torch/utils/data/datapipes/gen_pyi.py#L60
GitHub:pytorch/pytorch (main),torch/utils/data/datapipes/iter/streamreader.py,41,stream.read,True,DESCUPED_LOCAL_VARIABLE,d,Local transient variable 'd' (ownership discarded at function exit),StreamReaderIterDataPipe,__iter__,https://github.com/pytorch/pytorch/blob/main/torch/utils/data/datapipes/iter/streamreader.py#L41
GitHub:pytorch/pytorch (main),torch/utils/hipify/hipify_python.py,840,fin.readline,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,preprocessor,https://github.com/pytorch/pytorch/blob/main/torch/utils/hipify/hipify_python.py#L840
GitHub:pytorch/pytorch (main),torch/utils/hipify/hipify_python.py,846,fin.read,True,DESCUPED_LOCAL_VARIABLE,output_source,Local transient variable 'output_source' (ownership discarded at function exit),,preprocessor,https://github.com/pytorch/pytorch/blob/main/torch/utils/hipify/hipify_python.py#L846
GitHub:pytorch/pytorch (main),torch/utils/hipify/hipify_python.py,983,fout_old.read,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,,preprocessor,https://github.com/pytorch/pytorch/blob/main/torch/utils/hipify/hipify_python.py#L983
GitHub:pytorch/pytorch (main),torch/utils/hipify/hipify_python.py,1007,f.read,True,DESCUPED_LOCAL_VARIABLE,contents,Local transient variable 'contents' (ownership discarded at function exit),,file_specific_replacement,https://github.com/pytorch/pytorch/blob/main/torch/utils/hipify/hipify_python.py#L1007
GitHub:pytorch/pytorch (main),torch/utils/hipify/hipify_python.py,1019,f.read,True,DESCUPED_LOCAL_VARIABLE,contents,Local transient variable 'contents' (ownership discarded at function exit),,file_add_header,https://github.com/pytorch/pytorch/blob/main/torch/utils/hipify/hipify_python.py#L1019
GitHub:pytorch/pytorch (main),torch/utils/jit/log_extract.py,15,f.read,True,CHAINED_TRANSFORMATION,split,Immediately transformed in-place via .split(),,extract_ir,https://github.com/pytorch/pytorch/blob/main/torch/utils/jit/log_extract.py#L15
GitHub:pytorch/pytorch (main),torch/utils/model_dump/__init__.py,257,zf.read,True,CHAINED_TRANSFORMATION,decode,Immediately transformed in-place via .decode(),,get_model_info,https://github.com/pytorch/pytorch/blob/main/torch/utils/model_dump/__init__.py#L257
GitHub:pytorch/pytorch (main),torch/utils/model_dump/__init__.py,286,handle.read,True,DESCUPED_LOCAL_VARIABLE,raw_code,Local transient variable 'raw_code' (ownership discarded at function exit),,get_model_info,https://github.com/pytorch/pytorch/blob/main/torch/utils/model_dump/__init__.py#L286
GitHub:pytorch/pytorch (main),torch/utils/model_dump/__init__.py,288,handle.read,True,DESCUPED_LOCAL_VARIABLE,raw_debug,Local transient variable 'raw_debug' (ownership discarded at function exit),,get_model_info,https://github.com/pytorch/pytorch/blob/main/torch/utils/model_dump/__init__.py#L288
GitHub:pytorch/pytorch (main),torch/utils/show_pickle.py,86,self.read,True,STRUCT_UNPACK,struct.unpack,Direct in-place consumer 'struct.unpack' (safe zero-copy candidate),DumpUnpickler,load_binunicode,https://github.com/pytorch/pytorch/blob/main/torch/utils/show_pickle.py#L86
GitHub:pytorch/pytorch (main),torch/utils/show_pickle.py,89,self.read,True,DESCUPED_LOCAL_VARIABLE,str_bytes,Local transient variable 'str_bytes' (ownership discarded at function exit),DumpUnpickler,load_binunicode,https://github.com/pytorch/pytorch/blob/main/torch/utils/show_pickle.py#L89
GitHub:pytorch/pytorch (main),torch/utils/tensorboard/summary.py,685,f.read,False,ESCAPING_LOCAL_VAR,tensor_string,Variable 'tensor_string' returned from function,,make_video,https://github.com/pytorch/pytorch/blob/main/torch/utils/tensorboard/summary.py#L685
GitHub:pytorch/pytorch (main),torchgen/_autoheuristic/merge_data.py,16,file.readlines,True,DESCUPED_LOCAL_VARIABLE,lines,Local transient variable 'lines' (ownership discarded at function exit),,merge_txt_files,https://github.com/pytorch/pytorch/blob/main/torchgen/_autoheuristic/merge_data.py#L16
GitHub:pytorch/pytorch (main),torchgen/code_template.py,33,f.read,True,DIRECT_CALL_ARGUMENT,CodeTemplate,Passed directly to consumer function 'CodeTemplate',CodeTemplate,from_file,https://github.com/pytorch/pytorch/blob/main/torchgen/code_template.py#L33
GitHub:pytorch/pytorch (main),torchgen/gen_aoti_c_shim.py,767,old_file.read,True,DESCUPED_LOCAL_VARIABLE,old_header,Local transient variable 'old_header' (ownership discarded at function exit),,gen_aoti_c_shim_files,https://github.com/pytorch/pytorch/blob/main/torchgen/gen_aoti_c_shim.py#L767
GitHub:pytorch/pytorch (main),torchgen/gen_backend_stubs.py,278,f.read,True,DESCUPED_LOCAL_VARIABLE,backend_defns,Local transient variable 'backend_defns' (ownership discarded at function exit),,error_on_missing_kernels,https://github.com/pytorch/pytorch/blob/main/torchgen/gen_backend_stubs.py#L278
GitHub:pytorch/pytorch (main),torchgen/gen_lazy_tensor.py,128,f.read,True,DESCUPED_LOCAL_VARIABLE,shape_infr_decls,Local transient variable 'shape_infr_decls' (ownership discarded at function exit),,validate_shape_inference_header,https://github.com/pytorch/pytorch/blob/main/torchgen/gen_lazy_tensor.py#L128
GitHub:pandas-dev/pandas (main),generate_pxi.py,9,f.read,True,DESCUPED_LOCAL_VARIABLE,tmpl,Local transient variable 'tmpl' (ownership discarded at function exit),,process_tempita,https://github.com/pandas-dev/pandas/blob/main/generate_pxi.py#L9
GitHub:pandas-dev/pandas (main),pandas/compat/_cpu.py,19,fh.read,True,CHAINED_TRANSFORMATION,strip,Immediately transformed in-place via .strip(),,_read_sysfs_int,https://github.com/pandas-dev/pandas/blob/main/pandas/compat/_cpu.py#L19
GitHub:pandas-dev/pandas (main),pandas/compat/_cpu.py,31,fh.read,True,CHAINED_TRANSFORMATION,strip,Immediately transformed in-place via .strip(),,_read_sysfs_str,https://github.com/pandas-dev/pandas/blob/main/pandas/compat/_cpu.py#L31
GitHub:pandas-dev/pandas (main),pandas/io/clipboard/__init__.py,307,fd.read,False,ESCAPING_LOCAL_VAR,content,Variable 'content' returned from function,,paste_dev_clipboard,https://github.com/pandas-dev/pandas/blob/main/pandas/io/clipboard/__init__.py#L307
GitHub:pandas-dev/pandas (main),pandas/io/common.py,411,req.read,True,BYTESIO_STREAM,BytesIO,Direct in-place consumer 'BytesIO' (safe zero-copy candidate),,_get_filepath_or_buffer,https://github.com/pandas-dev/pandas/blob/main/pandas/io/common.py#L411
GitHub:pandas-dev/pandas (main),pandas/io/common.py,859,handle.buffer.read,True,BYTESIO_STREAM,BytesIO,Direct in-place consumer 'BytesIO' (safe zero-copy candidate),,get_handle,https://github.com/pandas-dev/pandas/blob/main/pandas/io/common.py#L859
GitHub:pandas-dev/pandas (main),pandas/io/common.py,1172,self.buffer.read,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,_BytesIOWrapper,read,https://github.com/pandas-dev/pandas/blob/main/pandas/io/common.py#L1172
GitHub:pandas-dev/pandas (main),pandas/io/excel/_base.py,972,parser.read,True,LOCAL_TRANSIENT,local,Local scope execution without explicit escape detected,BaseExcelReader,_parse_sheet,https://github.com/pandas-dev/pandas/blob/main/pandas/io/excel/_base.py#L972
GitHub:pandas-dev/pandas (main),pandas/io/excel/_base.py,1518,stream.read,True,DESCUPED_LOCAL_VARIABLE,buf,Local transient variable 'buf' (ownership discarded at function exit),,inspect_excel_format,https://github.com/pandas-dev/pandas/blob/main/pandas/io/excel/_base.py#L1518
GitHub:pandas-dev/pandas (main),pandas/io/excel/_xlrd.py,79,filepath_or_buffer.read,False,ESCAPING_LOCAL_VAR,data,Variable 'data' returned from function,XlrdReader,load_workbook,https://github.com/pandas-dev/pandas/blob/main/pandas/io/excel/_xlrd.py#L79
GitHub:pandas-dev/pandas (main),pandas/io/html.py,137,handles.handle.read,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),,_read,https://github.com/pandas-dev/pandas/blob/main/pandas/io/html.py#L137
GitHub:pandas-dev/pandas (main),pandas/io/html.py,872,tp.read,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),,_data_to_frame,https://github.com/pandas-dev/pandas/blob/main/pandas/io/html.py#L872
GitHub:pandas-dev/pandas (main),pandas/io/json/_json.py,1017,json_reader.read,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),,read_json,https://github.com/pandas-dev/pandas/blob/main/pandas/io/json/_json.py#L1017
GitHub:pandas-dev/pandas (main),pandas/io/json/_json.py,1194,data.read,False,ESCAPING_ATTRIBUTE,self.data,Assigned to persistent attribute 'self.data' (persists across calls),JsonReader,__init__,https://github.com/pandas-dev/pandas/blob/main/pandas/io/json/_json.py#L1194
GitHub:pandas-dev/pandas (main),pandas/io/parquet.py,734,impl.read,False,ESCAPING_RETURN,return,Directly returned from function (caller assumes ownership),,read_parquet,https://github.com/pandas-dev/pandas/blob/main/pandas/io/parquet.py#L734
GitHub:pandas-dev/pandas (main),pandas/io/parsers/c_parser_wrapper.py,275,self._reader.read,True,DESCUPED_LOCAL_VARIABLE,data,Local transient variable 'data' (ownership discarded at function exit),CParserWrapper,read,https://github.com/pandas-dev/pandas/blob/main/pandas/io/parsers/c_parser_wrapper.py#L275
