repository,issue_number,title,html_url,state,relevance_score,labels,matched_fs_keywords,matched_perf_keywords,author,created_at,body_snippet
zarr-developers/zarr-python,3487,"Explicitly using fsspec and zarr FsspecStore causes RuntimeError ""Task attached to a different loop""",https://github.com/zarr-developers/zarr-python/issues/3487,open,13,,"abstractfilesystem, filesystem, fsspec, gcsfs, url_to_fs",io,dmitriyrepin,2025-09-23T19:30:30Z,## Summary Mixing explicit use of fsspec and zarr FsspecStore produces the following error: ```'RuntimeError: Task <Task pending ... > attached to a different loop. Task was destroyed but it is pending!'``` ## Reproducers: 1. When one explicitly creates fsspec.AbstractFileSystem and then uses it in ...
zarr-developers/zarr-python,3576,Zarr over ssh fails with `unexpected keyword argument`,https://github.com/zarr-developers/zarr-python/issues/3576,open,11,bug,fsspec,"io, stall, stalled",b8raoult,2025-11-09T18:15:44Z,"### Zarr version 3.1.3 ### Numcodecs version 0.15.1 ### Python Version 3.12.9 ### Operating System Linux ### Installation uv pip install ### Description Calling `zarr.open` with an `ssh://...` url fails with the following error: ``` File "".../python3.12/site-packages/fsspec/implementations/sftp.py"",..."
zarr-developers/zarr-python,4223,Monthly issue metrics report,https://github.com/zarr-developers/zarr-python/issues/4223,open,10,,"filesystem, fsspec","benchmark, io",github-actions[bot],2026-08-01T03:11:11Z,"# Issue Metrics | Metric | Average | Median | 90th percentile | | --- | --- | --- | ---: | | Time to first response | 11:44:43 | 4:18:47 | 1 day, 0:31:45 | | Time to first review | None | None | None | | Time to close | 5 days, 18:12:44 | 5 days, 19:32:26 | 11 days, 10:07:42 | | Time to answer | Non..."
zarr-developers/zarr-python,4221,"FsspecStore.from_url() raises ""RuntimeError: Loop is not running"" during interpreter shutdown",https://github.com/zarr-developers/zarr-python/issues/4221,open,8,bug,fsspec,"io, stall",hginzel,2026-07-30T19:45:28Z,### Zarr version v3.3.0 ### Numcodecs version v0.16.5 ### Python Version 3.12.11 ### Operating System Ubuntu 26.04 ### Installation uv add zarr ### Environment Python 3.12.11 zarr 3.3.0 fsspec 2026.7.0 adlfs 2026.5.0 azure-identity 1.25.3 ### Description Creating a FsspecStore backed by Azure Blob S...
zarr-developers/zarr-python,3983,Regression in support for indexing into structured arrays within a Zarr store (v2 -> v3),https://github.com/zarr-developers/zarr-python/issues/3983,open,8,bug,fsspec,"io, stall",rachitk,2026-05-18T23:09:07Z,"### Zarr version v3.2.1 ### Numcodecs version 0.16.5 ### Python Version 3.12.7 ### Operating System Linux ### Installation Pip into virtual environment ### Description In Zarr-Python 2, saving a structured array into a Zarr store enabled one to load the store and index into the structured array to l..."
zarr-developers/zarr-python,3520,Proposal: Make Obstore backend the default for s3/gcs/azure/https,https://github.com/zarr-developers/zarr-python/issues/3520,open,8,,fsspec,"benchmark, performance",jhamman,2025-10-14T11:25:35Z,"The Obstore backend in Zarr for about 6 months. Its working great and is significantly more performant that the fsspec alternatives. See [maxrjones/zarr-obstore-performance](https://github.com/maxrjones/zarr-obstore-performance) for performance benchmarks. With this in mind, I'm proposing that we sw..."
zarr-developers/zarr-python,3495,Failure to list keys on remote HTTP store,https://github.com/zarr-developers/zarr-python/issues/3495,open,8,bug,fsspec,"io, stall",ianhi,2025-09-30T18:43:44Z,"### Zarr version main ### Numcodecs version 0.16.3 ### Python Version 3.13 ### Operating System mac ### Installation pep-723 ### Description Opening a remote zarr store over https can silently fails to list keys ### Steps to reproduce ```python # /// script # requires-python = "">=3.11"" # dependencie..."
zarr-developers/zarr-python,3453,make `remote` dependencies more precise,https://github.com/zarr-developers/zarr-python/issues/3453,open,8,chore,fsspec,"io, stall",d-v-b,2025-09-14T18:27:11Z,"We have an optional dependency called [`remote`](https://github.com/zarr-developers/zarr-python/blob/bce30dd3cc92a35038b88f80c4c42130670d4100/pyproject.toml#L64) that includes fsspec and obstore. But fsspec doesn't support http or s3 by default, so users who install `zarr[remote]` and try to open ht..."
zarr-developers/zarr-python,3923,newtype pattern to protect against sloppy path normalization,https://github.com/zarr-developers/zarr-python/issues/3923,open,5,enhancement,fsspec,io,d-v-b,2026-04-23T16:32:01Z,"#3922 revealed that we don't normalize the `path` parameter when creating an instance of `FSSpecStore`. So `Store(path=""foo/"")` and `Store(path=""foo"")` end up with different `.path` attributes. One way to guard against this type of bug would be to introduce a new type that models ""strings that have ..."
zarr-developers/zarr-python,3617,"Tolerate 403 HTTP codes in S3 stores as ""non existing"" objects",https://github.com/zarr-developers/zarr-python/issues/3617,open,5,,fsspec,io,jordi-domingo,2025-12-09T15:13:53Z,"Dear all, I have a request for Zarr-Python related to their S3 stores (fsspec, obstore). Under certain circumstances, accessing a Zarr datacube in S3 can lead to 403 responses, which is an expected and correct behaviour: 1. During the creation of the datacube, chunk files with no data are directly n..."
zarr-developers/zarr-python,3471,"should the default path for the `FsspecStore` be `""/""` or `""""`",https://github.com/zarr-developers/zarr-python/issues/3471,open,5,,fsspec,io,d-v-b,2025-09-18T14:17:54Z,"The default path for `FsspecStore` is currently ""/"". I feel like this is less correct than the empty string """", and I suspect the leading ""/"" is removed internally by many of our path normalization routines."
zarr-developers/zarr-python,3463,Opening Icechunk using Zarr 3.0 in a flask context,https://github.com/zarr-developers/zarr-python/issues/3463,open,5,,filesystem,io,adanb13,2025-09-17T05:06:47Z,"I am trying to open a local `.icechunk` via: ``` import xarray as xr import logging from pathlib import Path logger = logging.getLogger(__name__) import icechunk import zarr def open_icechunk_dataset(file_path: Path, **kwargs) -> xr.Dataset: """""" Load an Icechunk dataset using the Icechunk Python API..."
zarr-developers/zarr-python,3433,Certain extension points of zarr are not implemented,https://github.com/zarr-developers/zarr-python/issues/3433,open,5,,filesystem,io,remcofl,2025-09-04T14:42:12Z,"Zarr is built with extensibility in mind with several extension points defined in the spec. However, zarr-python does not yet implement all these extension points. Notably, chunk grid and chunk key encoding are not extendable yet, and I believe storage transformers aren't even implemented altogether..."
apache/arrow,50667,[C++][Python] Significant performance degradation after pyarrow 24.0.0 to 25.0.0 upgrade,https://github.com/apache/arrow/issues/50667,open,21,"Type: bug, Component: C++, Component: Python","filesystem, gcsfilesystem, s3filesystem","caching, hang, io, performance, stall",ghaarsma,2026-07-27T20:58:00Z,"### Describe the bug, including details regarding any error messages, version, and platform. In our application we implement a local TimeSeries caching implementation that stores TimeSeries data into Parquet files. We heavily read/write parquet files via the pandas to_parquet(engine=""pyarrow"") and r..."
apache/arrow,50888,[Python] Bindings for GcsFileSystem FromServiceAccountCredentials,https://github.com/apache/arrow/issues/50888,open,16,,"filesystem, gcsfilesystem, gcsfs, pyarrow.fs, s3fs","io, latency",hampsterx,2026-08-16T21:08:16Z,"### Describe the enhancement requested `GcsOptions::FromServiceAccountCredentials` (`cpp/src/arrow/filesystem/gcsfs.h:146`) is the one credential factory on `GcsOptions` with no Python binding, so a caller holding [aip/4112] service-account JSON has no way to construct a `GcsFileSystem` from it. `py..."
apache/arrow,50512,"[C++][Compute] unique, value_counts and dictionary_encode have no kernel for float16 (halffloat)",https://github.com/apache/arrow/issues/50512,open,11,"Type: enhancement, Component: C++",parts,"io, stall, stalled",fornwall,2026-07-15T10:16:48Z,"### Describe the enhancement requested The hash-based vector functions do not support `halffloat` input, while supporting all other numeric types: ```python >>> import pyarrow as pa >>> pa.array([1.5, 2.5], type=pa.float16()).dictionary_encode() ArrowNotImplementedError: Function 'dictionary_encode'..."
apache/arrow,50868,[C++] deprecated-declarations warnings in bundled google-cloud-cpp,https://github.com/apache/arrow/issues/50868,open,10,"Type: bug, Component: C++","filesystem, gcsfs","cache, io",kou,2026-08-15T07:58:03Z,"### Describe the bug, including details regarding any error messages, version, and platform. ARM64 macOS GLib & Ruby https://github.com/apache/arrow/actions/runs/31872547761/job/94983313575?pr=50799 : ```text [382/662] Building CXX object src/arrow/CMakeFiles/arrow_filesystem.dir/filesystem/gcsfs.cc..."
apache/arrow,50665,[Python] s3fs selector count is not asserted,https://github.com/apache/arrow/issues/50665,open,9,Component: Python,"filesystem, fsspec, s3fs",io,anxkhn,2026-07-27T17:49:07Z,"### Describe the bug, including details regarding any error messages, version, and platform. `test_get_file_info_with_selector` in `python/pyarrow/tests/test_fs.py` evaluates `len(infos) == 4` without asserting it for recursive listings through the fsspec S3 backend. The comparison result is discard..."
apache/arrow,50599,[Python] Debian job on i386 segfaults when running Python tests,https://github.com/apache/arrow/issues/50599,open,8,"Type: bug, Component: Python",gcsfs,"hang, io",raulcd,2026-07-22T11:40:51Z,"### Describe the bug, including details regarding any error messages, version, and platform. The [test-debian-13-python-3-i386](https://github.com/ursacomputing/crossbow/actions/runs/29889191727/job/88826043097) nightly job is segfaulting with the following error when running tests: ``` + pytest -r ..."
apache/arrow,50876,[C++][FS][Azure] Azurite tests can race service startup,https://github.com/apache/arrow/issues/50876,open,5,Component: C++,filesystem,io,booxter,2026-08-15T16:22:12Z,"`AzuriteEnv::Make()` returns immediately after spawning Azurite, without waiting for the Blob service to become ready. The first test setup request can therefore fail with: Fail to get a new connection for: http://127.0.0.1:10000. Could not connect to server Observed with Arrow 23.0.0 on aarch64 mac..."
huggingface/datasets,8242,"""eval_strategy"": ""no"" perform evaluation",https://github.com/huggingface/datasets/issues/8242,open,23,,"fsspec, gcsfs, mmap, s3fs","cache, hang, io, performance, speed",SamuelLarkin,2026-06-05T18:08:17Z,"### Describe the bug Hi, I'm trying to train a diffusion model and I getting stuck with ``` strace -p 967873 strace: Process 967873 attached ioctl(9, _IOC(_IOC_READ|_IOC_WRITE, 0x46, 0x2a, 0x20), 0x7fff18579d90) = 0 ioctl(9, _IOC(_IOC_READ|_IOC_WRITE, 0x46, 0x2a, 0x20), 0x7fff18579d90) = 0 ``` But m..."
huggingface/datasets,8491,`Dataset.map(num_proc=N)` worker crashes with `ValueError: I/O operation on closed file` when `finalize()` is interrupted,https://github.com/huggingface/datasets/issues/8491,open,11,,fsspec,"hang, i/o, io",HowardZorn,2026-08-17T06:05:58Z,"### Describe the bug We hit this while running Megatron-LM training through ms-swift, which uses `datasets` under the hood for preprocessing. Our preprocessing step calls `Dataset.map()` with a fairly aggressive `num_proc=512` on a ~25k-example JSONL file: ```bash swift --dataset_num_proc 512 --data..."
huggingface/datasets,8256,Dataset Viewer fails on TSFile datasets,https://github.com/huggingface/datasets/issues/8256,open,8,,fsspec,"io, stall",gengziyand,2026-06-10T03:15:32Z,### Describe the bug ## Description The Dataset Viewer fails when trying to display a dataset stored in TSFile format. The error shown by the viewer is: ```python ModuleNotFoundError: No module named 'tsfile' ### Steps to reproduce the bug # Dataset Viewer fails to load TSFile dataset due to missing...
huggingface/datasets,8375,"`PandasArrayExtensionDtype._metadata` should be a tuple, not a string",https://github.com/huggingface/datasets/issues/8375,open,5,,fsspec,io,kohankhaki,2026-07-31T01:50:02Z,"### Describe the bug There's a small typo in `PandasArrayExtensionDtype` (`src/datasets/features/features.py`): ```python _metadata = ""value_type"" ``` Pandas expects `_metadata` to be a tuple of attribute names, like `(""value_type"",)`, not a plain string ([API documentation ref](https://pandas.pydat..."
pytorch/pytorch,193915,[AOTInductor] mmap-backed constant mappings survive runner destruction,https://github.com/pytorch/pytorch/issues/193915,open,27,"module: memory usage, triaged, oncall: pt2, oncall: export, module: aotinductor, bot-triaged",mmap,"cache, caching, hang, io, prefetch",sujuyu,2026-08-18T07:33:04Z,### 🐛 Describe the bug <!-- Suggested title: [AOTInductor] mmap-backed constant mappings survive runner destruction --> I reproduced this behavior in a rolling AOTInductor model-loading workload. I reviewed the report below and confirmed that the `/proc/self/maps` behavior matches my local testing. ...
pytorch/pytorch,193804,[DCP] Dynamic `thread_count` auto-tuning for Distributed Checkpoint writers,https://github.com/pytorch/pytorch/issues/193804,open,10,,"filesystem, fsspec","io, latency",Yonghui-Lee,2026-08-17T13:16:36Z,"### 🚀 The feature, motivation and pitch PyTorch Distributed Checkpoint (DCP) supports multi-threaded parallel file writing via `FileSystemWriter(thread_count=...)` and `FsspecWriter(thread_count=...)`. When saving sharded state dicts (e.g. in FSDP / TP / ModelParallel), `_split_by_size_and_type` par..."
